0	3425	1.0
1	1023	1.0
3	3497	1.0
5	2128	1.0
6	2115	1.0
7	2821	1.0
8	976	1.0
10	1538	1.0
12	3482	1.0
13	976	1.0
15	2490	1.0
16	3535	1.0
17	971	1.0
18	3417	1.0
21	3485	1.0
22	3422	1.0
25	3475	1.0
27	1005	1.0
28	1985	1.0
29	3500	1.0
30	3485	1.0
31	1983	1.0
32	3485	1.0
34	984	1.0
35	967	1.0
36	1736	1.0
39	1022	1.0
40	2804	1.0
41	2866	1.0
42	986	1.0
43	2861	1.0
45	2132	1.0
46	3426	1.0
47	964	1.0
48	2282	1.0
49	1532	1.0
50	3497	1.0
51	979	1.0
52	993	1.0
53	21	1.0
55	1538	1.0
56	3417	1.0
57	3485	1.0
58	3426	1.0
59	120	1.0
60	969	1.0
61	2500	1.0
62	3486	1.0
63	2822	1.0
64	979	1.0
65	967	1.0
66	978	1.0
68	987	1.0
69	2681	1.0
70	3486	1.0
71	23	1.0
72	3109	1.0
74	2923	1.0
75	698	1.0
76	2141	1.0
77	3483	1.0
78	60	1.0
80	2392	1.0
81	60	1.0
82	1003	1.0
83	3497	1.0
84	3487	1.0
85	1003	1.0
86	3485	1.0
87	1814	1.0
89	967	1.0
91	3481	1.0
92	2583	1.0
93	2579	1.0
95	3482	1.0
98	3326	1.0
99	3424	1.0
100	1006	1.0
101	46	1.0
102	3484	1.0
104	971	1.0
105	1003	1.0
106	2141	1.0
107	2863	1.0
110	1359	1.0
111	3500	1.0
112	2085	1.0
114	971	1.0
115	2841	1.0
116	1618	1.0
118	3424	1.0
120	47	1.0
122	1977	1.0
124	23	1.0
125	1819	1.0
126	1677	1.0
127	3485	1.0
128	3483	1.0
130	3483	1.0
131	1759	1.0
132	1003	1.0
135	3109	1.0
136	95	1.0
138	1037	1.0
139	1007	1.0
140	1357	1.0
143	2811	1.0
144	996	1.0
145	3485	1.0
148	2141	1.0
150	2475	1.0
151	3497	1.0
152	3485	1.0
154	971	1.0
155	1539	1.0
156	3483	1.0
158	2132	1.0
161	971	1.0
163	23	1.0
164	984	1.0
165	562	1.0
167	992	1.0
168	984	1.0
169	3483	1.0
170	3308	1.0
172	962	1.0
173	46	1.0
174	2858	1.0
178	3482	1.0
180	27	1.0
181	3485	1.0
182	3497	1.0
183	2279	1.0
185	2875	1.0
186	120	1.0
187	3497	1.0
188	1813	1.0
189	2141	1.0
190	987	1.0
191	3316	1.0
192	3315	1.0
193	98	1.0
196	993	1.0
198	3486	1.0
199	1617	1.0
201	3485	1.0
204	3483	1.0
205	1579	1.0
206	3499	1.0
207	2818	1.0
208	3481	1.0
210	2817	1.0
211	975	1.0
212	3497	1.0
213	1715	1.0
214	984	1.0
215	1983	1.0
216	3500	1.0
218	3309	1.0
219	1983	1.0
220	1930	1.0
221	1003	1.0
222	3225	1.0
224	1992	1.0
225	3506	1.0
226	3497	1.0
227	951	1.0
228	977	1.0
229	964	1.0
230	993	1.0
231	3489	1.0
232	984	1.0
233	1003	1.0
234	3483	1.0
238	3483	1.0
240	3482	1.0
241	3483	1.0
243	3481	1.0
244	2803	1.0
245	3485	1.0
246	3497	1.0
247	3485	1.0
250	3500	1.0
251	3222	1.0
252	2500	1.0
253	951	1.0
254	3424	1.0
255	3424	1.0
261	986	1.0
262	3056	1.0
263	3497	1.0
266	1978	1.0
267	2918	1.0
268	967	1.0
269	3486	1.0
270	3497	1.0
271	1704	1.0
273	3420	1.0
274	985	1.0
275	1977	1.0
276	3499	1.0
277	2141	1.0
278	94	1.0
279	1764	1.0
280	1618	1.0
284	1003	1.0
285	1715	1.0
286	967	1.0
287	1927	1.0
288	2141	1.0
289	3521	1.0
290	3426	1.0
292	46	1.0
293	3499	1.0
294	3483	1.0
295	2141	1.0
296	3424	1.0
297	971	1.0
298	1117	1.0
299	967	1.0
300	3475	1.0
302	3422	1.0
304	3497	1.0
305	3483	1.0
306	1816	1.0
307	3485	1.0
308	1816	1.0
309	3485	1.0
310	1983	1.0
311	1003	1.0
313	1983	1.0
314	984	1.0
315	964	1.0
316	3490	1.0
317	3424	1.0
318	1618	1.0
320	2125	1.0
322	1023	1.0
323	3485	1.0
324	3485	1.0
325	2573	1.0
326	2732	1.0
327	2855	1.0
328	3485	1.0
329	2488	1.0
330	1975	1.0
332	1618	1.0
335	1702	1.0
336	2875	1.0
337	992	1.0
338	1536	1.0
339	3482	1.0
340	2866	1.0
343	3118	1.0
344	44	1.0
346	1927	1.0
347	2732	1.0
348	3485	1.0
350	3483	1.0
351	3323	1.0
352	3497	1.0
353	1039	1.0
354	1983	1.0
355	2483	1.0
357	3485	1.0
359	1008	1.0
360	967	1.0
361	2567	1.0
363	2141	1.0
364	3424	1.0
365	2277	1.0
366	3424	1.0
367	3483	1.0
368	3497	1.0
369	3499	1.0
370	1003	1.0
372	3314	1.0
373	1003	1.0
374	3481	1.0
375	967	1.0
377	3497	1.0
378	967	1.0
381	3483	1.0
383	1360	1.0
384	3483	1.0
385	3222	1.0
386	986	1.0
387	751	1.0
388	3485	1.0
389	46	1.0
391	3485	1.0
