29	7246	9.0
30	13965	7.0
30	21185	5.0
33	6086	9.0
33	6151	11.0
36	4405	8.0
36	10570	11.0
36	21685	5.0
60	13645	6.0
70	5563	9.0
74	3716	9.0
76	7723	9.0
77	3202	9.0
84	3856	7.0
89	1368	11.0
105	15376	7.0
105	16139	5.0
111	18174	5.0
114	238	5.0
123	12030	9.0
124	2284	9.0
127	7886	9.0
127	10693	9.0
127	19134	3.0
129	4908	11.0
134	4692	9.0
139	10118	9.0
143	12320	9.0
144	19876	3.0
147	4836	8.0
157	17740	3.0
160	1311	11.0
173	20009	7.0
176	12021	9.0
177	4930	9.0
189	4023	6.0
189	6709	8.0
191	12367	9.0
193	2764	8.0
216	15777	7.0
228	18816	11.0
230	10125	6.0
240	2647	9.0
240	7240	9.0
240	11442	8.0
246	10451	9.0
260	14209	9.0
261	19834	11.0
265	10018	9.0
268	3029	8.0
268	4393	9.0
271	3415	8.0
285	4384	9.0
286	3698	9.0
287	5912	9.0
298	12935	9.0
309	16686	7.0
319	10281	9.0
325	2966	9.0
333	5274	8.0
333	6112	8.0
353	2921	8.0
357	14981	5.0
362	6052	11.0
364	13156	9.0
377	11955	6.0
380	4024	9.0
385	3039	7.0
385	9544	11.0
388	7127	7.0
391	16704	7.0
394	1485	11.0
394	2003	9.0
395	228	9.0
398	7094	8.0
398	12200	9.0
398	17224	11.0
398	20689	7.0
401	16134	5.0
402	5356	8.0
402	13287	6.0
403	10298	9.0
405	20731	7.0
416	4707	11.0
424	9113	8.0
455	7286	11.0
455	9664	7.0
459	12473	11.0
465	6150	11.0
473	2649	9.0
473	10646	8.0
475	16678	5.0
477	14257	9.0
479	9209	9.0
480	2378	7.0
500	15371	7.0
500	17068	7.0
508	9324	9.0
508	13556	11.0
514	4834	8.0
516	12048	9.0
520	8848	9.0
524	8486	8.0
555	828	9.0
555	6479	6.0
560	1647	9.0
564	6604	5.0
566	7291	8.0
568	1424	9.0
568	17342	7.0
568	21262	7.0
572	375	6.0
572	2959	8.0
574	18666	7.0
575	4698	8.0
576	534	9.0
576	7061	9.0
579	677	7.0
584	16790	5.0
592	10122	7.0
611	14796	7.0
615	9229	9.0
618	1125	11.0
629	2188	9.0
